Date,case_rate,cases,death_rate,deaths,location
5/28/2020,412.56,93,0,0,UNINCORPORATED - LENNOX
5/28/2020,114.22,2,0,0,UNINCORPORATED - LEONA VALLEY
5/28/2020,323.3,13,0,0,UNINCORPORATED - LITTLEROCK
5/28/2020,154.2,2,0,0,UNINCORPORATED - LITTLEROCK/JUNIPER HILLS
5/28/2020,560.38,20,0,0,UNINCORPORATED - LITTLEROCK/PEARBLOSSOM
5/28/2020,114.03,1,0,0,UNINCORPORATED - LLANO
5/28/2020,148.76,14,10.63,1,UNINCORPORATED - MARINA DEL REY
5/28/2020,0,0,0,0,UNINCORPORATED - MIRACLE MILE
5/28/2020,515.33,20,0,0,UNINCORPORATED - MONROVIA
5/28/2020,454.55,1,0,0,UNINCORPORATED - NEWHALL
5/28/2020,417.36,5,0,0,UNINCORPORATED - NORTH LANCASTER
5/28/2020,143.54,12,11.96,1,UNINCORPORATED - NORTH WHITTIER
5/28/2020,220.5,53,8.32,2,UNINCORPORATED - NORTHEAST SAN GABRIEL
5/28/2020,475.06,4,0,0,UNINCORPORATED - PALMDALE
5/28/2020,0,0,0,0,UNINCORPORATED - PALOS VERDES PENINSULA
5/28/2020,102.25,2,0,0,UNINCORPORATED - PEARBLOSSOM/LLANO
5/28/2020,161.55,1,0,0,UNINCORPORATED - PELLISSIER VILLAGE
5/28/2020,0,0,0,0,UNINCORPORATED - PLACERITA CANYON
5/28/2020,51.6,1,0,0,UNINCORPORATED - POMONA
5/28/2020,333.18,43,69.74,9,UNINCORPORATED - QUARTZ HILL
5/28/2020,638.86,17,37.58,1,UNINCORPORATED - RANCHO DOMINGUEZ
5/28/2020,0,0,0,0,UNINCORPORATED - ROOSEVELT
5/28/2020,388.8,5,0,0,UNINCORPORATED - ROSEWOOD
5/28/2020,0,0,0,0,UNINCORPORATED - ROSEWOOD/EAST GARDENA
5/28/2020,803.33,27,0,0,UNINCORPORATED - ROSEWOOD/WEST RANCHO DOMINGUEZ
5/28/2020,246.95,126,7.84,4,UNINCORPORATED - ROWLAND HEIGHTS
5/28/2020,0,0,0,0,UNINCORPORATED - SAN CLEMENTE ISLAND
5/28/2020,0,0,0,0,UNINCORPORATED - SAN FRANCISQUITO CANYON/BOUQUET CANYON
5/28/2020,286.83,58,9.89,2,UNINCORPORATED - SAN JOSE HILLS
5/28/2020,49.14,1,0,0,UNINCORPORATED - SAN PASQUAL
5/28/2020,0,0,0,0,UNINCORPORATED - SAND CANYON
5/28/2020,749.06,2,0,0,UNINCORPORATED - SANTA CATALINA ISLAND
5/28/2020,118.15,22,5.37,1,UNINCORPORATED - SANTA MONICA MOUNTAINS
5/28/2020,2580.65,4,0,0,UNINCORPORATED - SAUGUS
5/28/2020,0,0,0,0,UNINCORPORATED - SAUGUS/CANYON COUNTRY
5/28/2020,219.78,1,0,0,UNINCORPORATED - SOUTH ANTELOPE VALLEY
5/28/2020,389.97,7,0,0,UNINCORPORATED - SOUTH EL MONTE
5/28/2020,339.06,30,33.91,3,UNINCORPORATED - SOUTH SAN GABRIEL
5/28/2020,249.91,148,13.51,8,UNINCORPORATED - SOUTH WHITTIER
5/28/2020,0,0,0,0,UNINCORPORATED - SOUTHEAST ANTELOPE VALLEY
5/28/2020,162.17,34,0,0,UNINCORPORATED - STEVENSON RANCH
5/28/2020,265.08,16,0,0,UNINCORPORATED - SUN VILLAGE
5/28/2020,231.48,3,0,0,UNINCORPORATED - SUNRISE VILLAGE
5/28/2020,241.25,4,60.31,1,UNINCORPORATED - TWIN LAKES/OAT MOUNTAIN
5/28/2020,634.63,21,0,0,UNINCORPORATED - VAL VERDE
5/28/2020,227.86,7,0,0,UNINCORPORATED - VALENCIA
5/28/2020,372.26,87,4.28,1,UNINCORPORATED - VALINDA
5/28/2020,292.22,34,17.19,2,UNINCORPORATED - VIEW PARK/WINDSOR HILLS
5/28/2020,718.58,116,18.58,3,UNINCORPORATED - WALNUT PARK
5/28/2020,132.36,2,0,0,UNINCORPORATED - WEST ANTELOPE VALLEY
5/28/2020,452.78,100,45.28,10,UNINCORPORATED - WEST CARSON
5/28/2020,0,0,0,0,UNINCORPORATED - WEST CHATSWORTH
5/28/2020,2415.97,23,210.08,2,UNINCORPORATED - WEST LA
5/28/2020,437.21,43,0,0,UNINCORPORATED - WEST PUENTE VALLEY
5/28/2020,367.92,5,73.58,1,UNINCORPORATED - WEST RANCHO DOMINGUEZ
5/28/2020,475.39,128,14.86,4,UNINCORPORATED - WEST WHITTIER/LOS NIETOS
5/28/2020,0,0,0,0,UNINCORPORATED - WESTFIELD/ACADEMY HILLS
5/28/2020,0,0,0,0,UNINCORPORATED - WESTHILLS
5/28/2020,135.76,5,0,0,UNINCORPORATED - WHITE FENCE FARMS
5/28/2020,369.98,14,0,0,UNINCORPORATED - WHITTIER
5/28/2020,0,0,0,0,UNINCORPORATED - WHITTIER NARROWS
5/28/2020,572.85,200,11.46,4,UNINCORPORATED - WILLOWBROOK
5/28/2020,265.47,16,0,0,UNINCORPORATED - WISEBURN
5/29/2020,Case Rate,Cases,Death Rate,Deaths,CITY/COMMUNITY
5/29/2020,167.6,35,0,0,CITY OF AGOURA HILLS
5/29/2020,220.24,191,9.22,8,CITY OF ALHAMBRA
5/29/2020,138.52,80,8.66,5,CITY OF ARCADIA
5/29/2020,184.58,31,0,0,CITY OF ARTESIA
5/29/2020,0,0,0,0,CITY OF AVALON
5/29/2020,323.74,162,9.99,5,CITY OF AZUSA
5/29/2020,394.69,303,7.82,6,CITY OF BALDWIN PARK
5/29/2020,825.72,300,63.31,23,CITY OF BELL
5/29/2020,617.58,266,23.22,10,CITY OF BELL GARDENS
5/29/2020,473.4,368,21.87,17,CITY OF BELLFLOWER
5/29/2020,396.87,137,14.48,5,CITY OF BEVERLY HILLS
5/29/2020,280.64,3,0,0,CITY OF BRADBURY
5/29/2020,367.61,394,36.39,39,CITY OF BURBANK
5/29/2020,242.57,59,28.78,7,CITY OF CALABASAS
5/29/2020,426.23,400,25.57,24,CITY OF CARSON
5/29/2020,235.68,118,2,1,CITY OF CERRITOS
5/29/2020,104.16,38,0,0,CITY OF CLAREMONT
5/29/2020,443.8,58,0,0,CITY OF COMMERCE
5/29/2020,528.51,528,14.01,14,CITY OF COMPTON
5/29/2020,318.16,156,12.24,6,CITY OF COVINA
5/29/2020,829.67,202,20.54,5,CITY OF CUDAHY
5/29/2020,361.22,144,42.64,17,CITY OF CULVER CITY
5/29/2020,104.32,60,1.74,1,CITY OF DIAMOND BAR
5/29/2020,529.48,605,19.25,22,CITY OF DOWNEY
5/29/2020,526.89,116,63.59,14,CITY OF DUARTE
5/29/2020,419.55,492,17.05,20,CITY OF EL MONTE
5/29/2020,202.55,34,0,0,CITY OF EL SEGUNDO
5/29/2020,419.18,257,35.88,22,CITY OF GARDENA
5/29/2020,464.91,960,38.26,79,CITY OF GLENDALE
5/29/2020,263.44,139,11.37,6,CITY OF GLENDORA
5/29/2020,340.69,50,0,0,CITY OF HAWAIIAN GARDENS
5/29/2020,431.37,383,11.26,10,CITY OF HAWTHORNE
5/29/2020,147.43,29,10.17,2,CITY OF HERMOSA BEACH
5/29/2020,52.91,1,0,0,CITY OF HIDDEN HILLS
5/29/2020,753.14,448,15.13,9,CITY OF HUNTINGTON PARK
5/29/2020,2288.33,10,457.67,2,CITY OF INDUSTRY
5/29/2020,500.08,568,47.54,54,CITY OF INGLEWOOD
5/29/2020,274.16,4,0,0,CITY OF IRWINDALE
5/29/2020,241.63,50,24.16,5,CITY OF LA CANADA FLINTRIDGE
5/29/2020,146.65,8,0,0,CITY OF LA HABRA HEIGHTS
5/29/2020,324.6,161,20.16,10,CITY OF LA MIRADA
5/29/2020,275.2,112,0,0,CITY OF LA PUENTE
5/29/2020,90.14,30,3,1,CITY OF LA VERNE
5/29/2020,215.28,173,6.22,5,CITY OF LAKEWOOD
5/29/2020,345.36,558,7.43,12,CITY OF LANCASTER
5/29/2020,345.09,116,11.9,4,CITY OF LAWNDALE
5/29/2020,241.21,50,28.94,6,CITY OF LOMITA
5/29/2020,766.17,552,44.42,32,CITY OF LYNWOOD
5/29/2020,270.04,35,7.72,1,CITY OF MALIBU
5/29/2020,213.89,77,5.56,2,CITY OF MANHATTAN BEACH
5/29/2020,898.43,252,24.96,7,CITY OF MAYWOOD
5/29/2020,396.91,154,48.97,19,CITY OF MONROVIA
5/29/2020,562.33,362,23.3,15,CITY OF MONTEBELLO
5/29/2020,236.1,147,9.64,6,CITY OF MONTEREY PARK
5/29/2020,367.03,395,12.08,13,CITY OF NORWALK
5/29/2020,433.42,689,10.06,16,CITY OF PALMDALE
5/29/2020,310.6,42,7.4,1,CITY OF PALOS VERDES ESTATES
5/29/2020,542.63,304,14.28,8,CITY OF PARAMOUNT
5/29/2020,735.8,473,42,27,CITY OF PICO RIVERA
5/29/2020,275.12,429,7.05,11,CITY OF POMONA
5/29/2020,215.22,92,25.73,11,CITY OF RANCHO PALOS VERDES
5/29/2020,200.88,138,11.65,8,CITY OF REDONDO BEACH
5/29/2020,103.09,2,0,0,CITY OF ROLLING HILLS
5/29/2020,172.56,14,0,0,CITY OF ROLLING HILLS ESTATES
5/29/2020,164.41,91,5.42,3,CITY OF ROSEMEAD
5/29/2020,150.65,52,2.9,1,CITY OF SAN DIMAS
5/29/2020,763.86,188,28.44,7,CITY OF SAN FERNANDO
5/29/2020,332.08,136,24.42,10,CITY OF SAN GABRIEL
5/29/2020,165.7,22,7.53,1,CITY OF SAN MARINO
5/29/2020,324.83,716,7.26,16,CITY OF SANTA CLARITA
5/29/2020,304.94,56,0,0,CITY OF SANTA FE SPRINGS
5/29/2020,282.33,261,19.47,18,CITY OF SANTA MONICA
5/29/2020,91,10,0,0,CITY OF SIERRA MADRE
5/29/2020,211.92,25,0,0,CITY OF SIGNAL HILL
5/29/2020,378.26,79,9.58,2,CITY OF SOUTH EL MONTE
5/29/2020,549.13,539,14.26,14,CITY OF SOUTH GATE
5/29/2020,472.11,123,69.09,18,CITY OF SOUTH PASADENA
5/29/2020,425.18,155,52.12,19,CITY OF TEMPLE CITY
5/29/2020,243.19,363,30.15,45,CITY OF TORRANCE
5/29/2020,956.94,2,0,0,CITY OF VERNON
5/29/2020,147.39,45,3.28,1,CITY OF WALNUT
5/29/2020,295.65,320,6.47,7,CITY OF WEST COVINA
5/29/2020,484.43,179,10.83,4,CITY OF WEST HOLLYWOOD
5/29/2020,71.77,6,0,0,CITY OF WESTLAKE VILLAGE
5/29/2020,343.12,300,11.44,10,CITY OF WHITTIER
5/29/2020,584.58,23644,26.92,1089,LOS ANGELES
5/29/2020,621.8,51,24.38,2,LOS ANGELES - ADAMS-NORMANDIE
5/29/2020,377.66,47,0,0,LOS ANGELES - ALSACE
5/29/2020,0,0,0,0,LOS ANGELES - ANGELES NATIONAL FOREST
5/29/2020,639.49,16,0,0,LOS ANGELES - ANGELINO HEIGHTS
5/29/2020,788.48,271,17.46,6,LOS ANGELES - ARLETA
5/29/2020,347.74,51,13.64,2,LOS ANGELES - ATWATER VILLAGE
5/29/2020,520.48,162,28.92,9,LOS ANGELES - BALDWIN HILLS
5/29/2020,415.23,35,0,0,LOS ANGELES - BEL AIR
5/29/2020,295.41,37,15.97,2,LOS ANGELES - BEVERLY CREST
5/29/2020,280.88,37,0,0,LOS ANGELES - BEVERLYWOOD
5/29/2020,751.58,653,13.81,12,LOS ANGELES - BOYLE HEIGHTS
5/29/2020,251.98,78,3.23,1,LOS ANGELES - BRENTWOOD
5/29/2020,0,0,0,0,LOS ANGELES - BROOKSIDE
5/29/2020,407.25,29,14.04,1,LOS ANGELES - CADILLAC-CORNING
5/29/2020,744.38,486,38.29,25,LOS ANGELES - CANOGA PARK
5/29/2020,536.1,77,48.74,7,LOS ANGELES - CARTHAY
5/29/2020,997.64,389,38.47,15,LOS ANGELES - CENTRAL
5/29/2020,257.97,33,0,0,LOS ANGELES - CENTURY CITY
5/29/2020,731.51,247,5.92,2,LOS ANGELES - CENTURY PALMS/COVE
5/29/2020,496.48,184,62.06,23,LOS ANGELES - CHATSWORTH
5/29/2020,228.98,21,10.9,1,LOS ANGELES - CHEVIOT HILLS
5/29/2020,261.81,21,12.47,1,LOS ANGELES - CHINATOWN
5/29/2020,419.16,61,20.61,3,LOS ANGELES - CLOVERDALE/COCHRAN
5/29/2020,620.34,94,118.79,18,LOS ANGELES - COUNTRY CLUB PARK
5/29/2020,491.72,68,21.69,3,LOS ANGELES - CRENSHAW DISTRICT
5/29/2020,765.31,87,123.15,14,LOS ANGELES - CRESTVIEW
5/29/2020,247.19,74,10.02,3,LOS ANGELES - DEL REY
5/29/2020,498.06,137,10.91,3,LOS ANGELES - DOWNTOWN
5/29/2020,434.46,172,30.31,12,LOS ANGELES - EAGLE ROCK
5/29/2020,754.6,221,119.51,35,LOS ANGELES - EAST HOLLYWOOD
5/29/2020,308.64,44,7.01,1,LOS ANGELES - ECHO PARK
5/29/2020,382.7,160,35.88,15,LOS ANGELES - EL SERENO
5/29/2020,280.11,16,0,0,LOS ANGELES - ELYSIAN PARK
5/29/2020,540.75,55,0,0,LOS ANGELES - ELYSIAN VALLEY
5/29/2020,274.51,124,26.57,12,LOS ANGELES - ENCINO
5/29/2020,270.6,9,0,0,LOS ANGELES - EXPOSITION
5/29/2020,534.32,240,24.49,11,LOS ANGELES - EXPOSITION PARK
5/29/2020,111.11,4,27.78,1,LOS ANGELES - FAIRCREST HEIGHTS
5/29/2020,424.26,37,0,0,LOS ANGELES - FIGUEROA PARK SQUARE
5/29/2020,781.96,371,21.08,10,LOS ANGELES - FLORENCE-FIRESTONE
5/29/2020,572.71,181,15.82,5,LOS ANGELES - GLASSELL PARK
5/29/2020,613.15,66,18.58,2,LOS ANGELES - GRAMERCY PLACE
5/29/2020,536.17,312,39.53,23,LOS ANGELES - GRANADA HILLS
5/29/2020,730.06,157,18.6,4,LOS ANGELES - GREEN MEADOWS
5/29/2020,463.64,79,11.74,2,LOS ANGELES - HANCOCK PARK
5/29/2020,319.92,93,13.76,4,LOS ANGELES - HARBOR CITY
5/29/2020,300.46,131,9.17,4,LOS ANGELES - HARBOR GATEWAY
5/29/2020,373.6,9,0,0,LOS ANGELES - HARBOR PINES
5/29/2020,720.82,130,72.08,13,LOS ANGELES - HARVARD HEIGHTS
5/29/2020,772.37,293,7.91,3,LOS ANGELES - HARVARD PARK
5/29/2020,400.9,194,2.07,1,LOS ANGELES - HIGHLAND PARK
5/29/2020,944.48,131,36.05,5,LOS ANGELES - HISTORIC FILIPINOTOWN
5/29/2020,392.65,268,8.79,6,LOS ANGELES - HOLLYWOOD
5/29/2020,275.19,81,16.99,5,LOS ANGELES - HOLLYWOOD HILLS
5/29/2020,494.03,141,10.51,3,LOS ANGELES - HYDE PARK
5/29/2020,470.7,38,12.39,1,LOS ANGELES - JEFFERSON PARK
5/29/2020,512.64,265,30.95,16,LOS ANGELES - KOREATOWN
5/29/2020,394.82,18,0,0,LOS ANGELES - LAFAYETTE SQUARE
5/29/2020,466.76,197,14.22,6,LOS ANGELES - LAKE BALBOA
5/29/2020,822.36,108,22.84,3,LOS ANGELES - LAKEVIEW TERRACE
5/29/2020,367.57,56,13.13,2,LOS ANGELES - LEIMERT PARK
5/29/2020,708.65,231,55.22,18,LOS ANGELES - LINCOLN HEIGHTS
5/29/2020,2380.06,191,386.29,31,LOS ANGELES - LITTLE ARMENIA
5/29/2020,455.14,129,10.58,3,LOS ANGELES - LITTLE BANGLADESH
5/29/2020,542.61,17,63.84,2,LOS ANGELES - LITTLE TOKYO
5/29/2020,487.92,21,0,0,LOS ANGELES - LONGWOOD
5/29/2020,236.02,51,4.63,1,LOS ANGELES - LOS FELIZ
5/29/2020,222.59,19,0,0,LOS ANGELES - MANCHESTER SQUARE
5/29/2020,32.01,1,0,0,LOS ANGELES - MANDEVILLE CANYON
5/29/2020,188.36,80,9.42,4,LOS ANGELES - MAR VISTA
5/29/2020,275.23,12,0,0,LOS ANGELES - MARINA PENINSULA
5/29/2020,701.45,545,47.62,37,LOS ANGELES - MELROSE
5/29/2020,372.59,56,19.96,3,LOS ANGELES - MID-CITY
5/29/2020,227.97,41,22.24,4,LOS ANGELES - MIRACLE MILE
5/29/2020,596.92,144,24.87,6,LOS ANGELES - MISSION HILLS
5/29/2020,422.45,102,12.42,3,LOS ANGELES - MT. WASHINGTON
5/29/2020,703.21,433,22.74,14,LOS ANGELES - NORTH HILLS
5/29/2020,441.81,669,14.53,22,LOS ANGELES - NORTH HOLLYWOOD
5/29/2020,459.91,321,40.12,28,LOS ANGELES - NORTHRIDGE
5/29/2020,258.33,55,14.09,3,LOS ANGELES - PACIFIC PALISADES
5/29/2020,891.15,686,15.59,12,LOS ANGELES - PACOIMA
5/29/2020,78,3,0,0,LOS ANGELES - PALISADES HIGHLANDS
5/29/2020,428.47,188,43.3,19,LOS ANGELES - PALMS
5/29/2020,971.43,731,46.51,35,LOS ANGELES - PANORAMA CITY
5/29/2020,139.91,19,7.36,1,LOS ANGELES - PARK LA BREA
5/29/2020,1269.06,531,133.84,56,LOS ANGELES - PICO-UNION
5/29/2020,93.87,3,0,0,LOS ANGELES - PLAYA DEL REY
5/29/2020,210.1,23,0,0,LOS ANGELES - PLAYA VISTA
5/29/2020,250.08,89,16.86,6,LOS ANGELES - PORTER RANCH
5/29/2020,274.39,18,0,0,LOS ANGELES - RANCHO PARK
5/29/2020,143.88,4,0,0,LOS ANGELES - REGENT SQUARE
5/29/2020,710.03,544,31.32,24,LOS ANGELES - RESEDA
5/29/2020,668.68,31,0,0,LOS ANGELES - RESEDA RANCH
5/29/2020,236.52,10,0,0,LOS ANGELES - REYNIER VILLAGE
5/29/2020,1144.31,893,19.22,15,LOS ANGELES - SAN PEDRO
5/29/2020,247.64,11,0,0,LOS ANGELES - SHADOW HILLS
5/29/2020,256.72,224,11.46,10,LOS ANGELES - SHERMAN OAKS
5/29/2020,399.25,176,22.68,10,LOS ANGELES - SILVERLAKE
5/29/2020,330.34,35,0,0,LOS ANGELES - SOUTH CARTHAY
5/29/2020,972.05,369,18.44,7,LOS ANGELES - SOUTH PARK
5/29/2020,959.86,44,109.08,5,LOS ANGELES - ST ELMO VILLAGE
5/29/2020,343.14,77,22.28,5,LOS ANGELES - STUDIO CITY
5/29/2020,558.28,293,13.34,7,LOS ANGELES - SUN VALLEY
5/29/2020,715.41,146,68.6,14,LOS ANGELES - SUNLAND
5/29/2020,154.56,1,0,0,LOS ANGELES - SYCAMORE SQUARE
5/29/2020,936.92,772,49.76,41,LOS ANGELES - SYLMAR
5/29/2020,518.2,160,29.15,9,LOS ANGELES - TARZANA
5/29/2020,790.23,312,27.86,11,LOS ANGELES - TEMPLE-BEAUDRY
5/29/2020,305.84,30,0,0,LOS ANGELES - THAI TOWN
5/29/2020,218.29,19,0,0,LOS ANGELES - TOLUCA LAKE
5/29/2020,459.42,6,0,0,LOS ANGELES - TOLUCA TERRACE
5/29/2020,161.46,3,0,0,LOS ANGELES - TOLUCA WOODS
5/29/2020,435.1,121,39.55,11,LOS ANGELES - TUJUNGA
5/29/2020,320.79,11,29.16,1,LOS ANGELES - UNIVERSITY HILLS
5/29/2020,655.59,180,3.64,1,LOS ANGELES - UNIVERSITY PARK
5/29/2020,423.11,127,13.33,4,LOS ANGELES - VALLEY GLEN
5/29/2020,837.38,207,36.41,9,LOS ANGELES - VALLEY VILLAGE
5/29/2020,723.22,674,30.04,28,LOS ANGELES - VAN NUYS
5/29/2020,191.83,65,5.9,2,LOS ANGELES - VENICE
5/29/2020,813.95,140,11.63,2,LOS ANGELES - VERMONT KNOLLS
5/29/2020,1097.04,84,26.12,2,LOS ANGELES - VERMONT SQUARE
5/29/2020,752.68,310,12.14,5,LOS ANGELES - VERMONT VISTA
5/29/2020,1123.12,584,21.15,11,LOS ANGELES - VERNON CENTRAL
5/29/2020,678.65,57,23.81,2,LOS ANGELES - VICTORIA PARK
5/29/2020,243.64,9,54.14,2,LOS ANGELES - VIEW HEIGHTS
5/29/2020,658.48,281,18.75,8,LOS ANGELES - WATTS
5/29/2020,427.26,21,0,0,LOS ANGELES - WELLINGTON SQUARE
5/29/2020,749.19,207,57.91,16,LOS ANGELES - WEST ADAMS
5/29/2020,328.03,133,32.06,13,LOS ANGELES - WEST HILLS
5/29/2020,209.91,79,10.63,4,LOS ANGELES - WEST LOS ANGELES
5/29/2020,822.09,441,27.96,15,LOS ANGELES - WEST VERNON
5/29/2020,178.28,92,15.5,8,LOS ANGELES - WESTCHESTER
5/29/2020,1184.4,703,121.3,72,LOS ANGELES - WESTLAKE
5/29/2020,123.82,67,9.24,5,LOS ANGELES - WESTWOOD
5/29/2020,1829.56,661,19.38,7,LOS ANGELES - WHOLESALE DISTRICT
5/29/2020,408.94,231,5.31,3,LOS ANGELES - WILMINGTON
5/29/2020,462.43,232,31.89,16,LOS ANGELES - WILSHIRE CENTER
5/29/2020,546.48,283,7.72,4,LOS ANGELES - WINNETKA
5/29/2020,230.7,157,16.16,11,LOS ANGELES - WOODLAND HILLS
5/29/2020,138,11,12.55,1,UNINCORPORATED - ACTON
5/29/2020,192.4,8,0,0,UNINCORPORATED - AGUA DULCE
5/29/2020,330.12,144,11.46,5,UNINCORPORATED - ALTADENA
5/29/2020,66.31,1,0,0,UNINCORPORATED - ANAVERDE
5/29/2020,80.32,1,0,0,UNINCORPORATED - ANGELES NATIONAL FOREST
5/29/2020,100.24,8,12.53,1,UNINCORPORATED - ARCADIA
5/29/2020,518.35,220,16.49,7,UNINCORPORATED - ATHENS-WESTMONT
5/29/2020,530.94,26,40.84,2,UNINCORPORATED - ATHENS VILLAGE
5/29/2020,354.24,24,14.76,1,UNINCORPORATED - AVOCADO HEIGHTS
5/29/2020,376.81,60,6.28,1,UNINCORPORATED - AZUSA
5/29/2020,553.42,82,13.5,2,UNINCORPORATED - BASSETT
5/29/2020,93.2,1,93.2,1,UNINCORPORATED - BOUQUET CANYON
5/29/2020,0,0,0,0,UNINCORPORATED - BRADBURY
5/29/2020,478.78,37,0,0,UNINCORPORATED - CANYON COUNTRY
5/29/2020,1250.41,340,3.68,1,UNINCORPORATED - CASTAIC
5/29/2020,0,0,0,0,UNINCORPORATED - CERRITOS
5/29/2020,0,0,0,0,UNINCORPORATED - CHARTER OAK
5/29/2020,0,0,0,0,UNINCORPORATED - CLAREMONT
5/29/2020,338.9,57,0,0,UNINCORPORATED - COVINA
5/29/2020,319.54,42,0,0,UNINCORPORATED - COVINA (CHARTER OAK)
5/29/2020,341.45,15,22.76,1,UNINCORPORATED - DEL AIRE
5/29/2020,314.47,1,0,0,UNINCORPORATED - DEL REY
5/29/2020,82.82,2,41.41,1,UNINCORPORATED - DEL SUR
5/29/2020,240.67,6,40.11,1,UNINCORPORATED - DESERT VIEW HIGHLANDS
5/29/2020,338.75,15,22.58,1,UNINCORPORATED - DUARTE
5/29/2020,0,0,0,0,UNINCORPORATED - EAST COVINA
5/29/2020,302.34,16,0,0,UNINCORPORATED - EAST LA MIRADA
5/29/2020,0,0,0,0,UNINCORPORATED - EAST LANCASTER
5/29/2020,690.51,865,29.54,37,UNINCORPORATED - EAST LOS ANGELES
5/29/2020,46.85,3,0,0,UNINCORPORATED - EAST PASADENA
5/29/2020,307.03,47,6.53,1,UNINCORPORATED - EAST RANCHO DOMINGUEZ
5/29/2020,169.62,9,0,0,UNINCORPORATED - EAST WHITTIER
5/29/2020,364.01,32,22.75,2,UNINCORPORATED - EL CAMINO VILLAGE
5/29/2020,0,0,0,0,UNINCORPORATED - EL MONTE
5/29/2020,180.61,3,0,0,UNINCORPORATED - ELIZABETH LAKE
5/29/2020,868.56,562,24.73,16,UNINCORPORATED - FLORENCE-FIRESTONE
5/29/2020,0,0,0,0,UNINCORPORATED - FRANKLIN CANYON
5/29/2020,303.03,2,0,0,UNINCORPORATED - GLENDORA
5/29/2020,239.6,134,3.58,2,UNINCORPORATED - HACIENDA HEIGHTS
5/29/2020,0,0,0,0,UNINCORPORATED - HARBOR GATEWAY
5/29/2020,198.89,5,0,0,UNINCORPORATED - HAWTHORNE
5/29/2020,91.07,1,0,0,UNINCORPORATED - HI VISTA
5/29/2020,495.75,7,70.82,1,UNINCORPORATED - KAGEL/LOPEZ CANYONS
5/29/2020,146.46,29,5.05,1,UNINCORPORATED - LA CRESCENTA-MONTROSE
5/29/2020,0,0,0,0,UNINCORPORATED - LA HABRA HEIGHTS
5/29/2020,433.73,9,0,0,UNINCORPORATED - LA RAMBLA
5/29/2020,196.08,4,0,0,UNINCORPORATED - LA VERNE
5/29/2020,282.85,20,14.14,1,UNINCORPORATED - LADERA HEIGHTS
5/29/2020,149.7,1,0,0,UNINCORPORATED - LAKE HUGHES
5/29/2020,215.48,28,15.39,2,UNINCORPORATED - LAKE LOS ANGELES
5/29/2020,243.46,4,0,0,UNINCORPORATED - LAKE MANOR
5/29/2020,0,0,0,0,UNINCORPORATED - LAKEWOOD
5/29/2020,412.56,93,0,0,UNINCORPORATED - LENNOX
5/29/2020,114.22,2,0,0,UNINCORPORATED - LEONA VALLEY
5/29/2020,323.3,13,0,0,UNINCORPORATED - LITTLEROCK
5/29/2020,154.2,2,0,0,UNINCORPORATED - LITTLEROCK/JUNIPER HILLS
5/29/2020,560.38,20,0,0,UNINCORPORATED - LITTLEROCK/PEARBLOSSOM
5/29/2020,114.03,1,0,0,UNINCORPORATED - LLANO
5/29/2020,148.76,14,10.63,1,UNINCORPORATED - MARINA DEL REY
5/29/2020,0,0,0,0,UNINCORPORATED - MIRACLE MILE
5/29/2020,515.33,20,0,0,UNINCORPORATED - MONROVIA
5/29/2020,454.55,1,0,0,UNINCORPORATED - NEWHALL
5/29/2020,417.36,5,0,0,UNINCORPORATED - NORTH LANCASTER
5/29/2020,143.54,12,11.96,1,UNINCORPORATED - NORTH WHITTIER
5/29/2020,220.5,53,8.32,2,UNINCORPORATED - NORTHEAST SAN GABRIEL
5/29/2020,475.06,4,0,0,UNINCORPORATED - PALMDALE
5/29/2020,0,0,0,0,UNINCORPORATED - PALOS VERDES PENINSULA
5/29/2020,102.25,2,0,0,UNINCORPORATED - PEARBLOSSOM/LLANO
5/29/2020,161.55,1,0,0,UNINCORPORATED - PELLISSIER VILLAGE
5/29/2020,0,0,0,0,UNINCORPORATED - PLACERITA CANYON
5/29/2020,51.6,1,0,0,UNINCORPORATED - POMONA
5/29/2020,333.18,43,69.74,9,UNINCORPORATED - QUARTZ HILL
5/29/2020,638.86,17,37.58,1,UNINCORPORATED - RANCHO DOMINGUEZ
5/29/2020,0,0,0,0,UNINCORPORATED - ROOSEVELT
5/29/2020,388.8,5,0,0,UNINCORPORATED - ROSEWOOD
5/29/2020,0,0,0,0,UNINCORPORATED - ROSEWOOD/EAST GARDENA
5/29/2020,803.33,27,0,0,UNINCORPORATED - ROSEWOOD/WEST RANCHO DOMINGUEZ
5/29/2020,246.95,126,7.84,4,UNINCORPORATED - ROWLAND HEIGHTS
5/29/2020,0,0,0,0,UNINCORPORATED - SAN CLEMENTE ISLAND
5/29/2020,0,0,0,0,UNINCORPORATED - SAN FRANCISQUITO CANYON/BOUQUET CANYON
5/29/2020,286.83,58,9.89,2,UNINCORPORATED - SAN JOSE HILLS
5/29/2020,49.14,1,0,0,UNINCORPORATED - SAN PASQUAL
5/29/2020,0,0,0,0,UNINCORPORATED - SAND CANYON
5/29/2020,749.06,2,0,0,UNINCORPORATED - SANTA CATALINA ISLAND
5/29/2020,118.15,22,5.37,1,UNINCORPORATED - SANTA MONICA MOUNTAINS
5/29/2020,2580.65,4,0,0,UNINCORPORATED - SAUGUS
5/29/2020,0,0,0,0,UNINCORPORATED - SAUGUS/CANYON COUNTRY
5/29/2020,219.78,1,0,0,UNINCORPORATED - SOUTH ANTELOPE VALLEY
